2.55	0	1	2.39	0.05
2.55	15	0.89841	2.39	0.0449205
2.55	30	0.62098	2.39	0.031049
2.55	45	0.41913	2.39	0.0209565
2.55	60	0.35527	2.39	0.0177635
2.55	75	0.38351	2.39	0.0191755
2.55	90	0.39916	2.39	0.019958
2.55	105	0.31448	2.39	0.015724
2.55	120	0.20053	2.39	0.0100265
2.55	135	0.14507	2.39	0.0072535
2.55	150	0.18596	2.39	0.009298
2.55	165	0.2812	2.39	0.01406
2.97	0	0.51016	2.39	0.025508
2.97	15	0.58234	2.39	0.029117
2.97	30	0.76961	2.39	0.0384805
2.97	45	0.92854	2.39	0.046427
2.97	60	1.0	2.39	0.05
2.97	75	0.94135	2.39	0.0470675
2.97	90	0.79978	2.39	0.039989
2.97	105	0.5964	2.39	0.02982
2.97	120	0.39307	2.39	0.0196535
2.97	135	0.21862	2.39	0.010931
2.97	150	0.13471	2.39	0.0067355
2.97	165	0.07136	2.39	0.003568
4.36	0	0.72995	2.39	0.0364975
4.36	15	0.61139	2.39	0.0305695
4.36	30	0.22707	2.39	0.0113535
4.36	45	0.06213	2.39	0.0031065
4.36	60	0.0913	2.39	0.004565
4.36	75	0.18795	2.39	0.0093975
4.36	90	0.28889	2.39	0.0144445
4.36	105	0.28009	2.39	0.0140045
4.36	120	0.17004	2.39	0.008502
4.36	135	0.25409	2.39	0.0127045
4.36	150	0.57445	2.39	0.0287225
4.36	165	1	2.39	0.05
5.01	0	0.08493	2.39	0.0042465
5.01	15	0.48751	2.39	0.0243755
5.01	30	0.85367	2.39	0.0426835
5.01	45	0.54387	2.39	0.0271935
5.01	60	0.09625	2.39	0.0048125
5.01	75	0.16319	2.39	0.0081595
5.01	90	0.35938	2.39	0.017969
5.01	105	0.32495	2.39	0.0162475
5.01	120	0.12862	2.39	0.006431
5.01	135	0.12667	2.39	0.0063335
5.01	150	0.44473	2.39	0.0222365
5.01	165	1	2.39	0.05
5.26	0	0.48946	2.39	0.024473
5.26	15	0.75608	2.39	0.037804
5.26	30	0.99919	2.39	0.0499595
5.26	45	0.65284	2.39	0.032642
5.26	60	0.22489	2.39	0.0112445
5.26	75	0.13639	2.39	0.0068195
5.26	90	0.25056	2.39	0.012528
5.26	105	0.29905	2.39	0.0149525
5.26	120	0.23446	2.39	0.011723
5.26	135	0.20136	2.39	0.010068
5.26	150	0.32367	2.39	0.0161835
5.26	165	0.50914	2.39	0.025457
6.37	0	1	2.39	0.05
6.37	15	1	2.39	0.05
6.37	30	0.8332	2.39	0.04166
6.37	45	0.38352	2.39	0.019176
6.37	60	0.17986	2.39	0.008993
6.37	75	0.20344	2.39	0.010172
6.37	90	0.17892	2.39	0.008946
6.37	105	0.23461	2.39	0.0117305
6.37	120	0.26628	2.39	0.013314
6.37	135	0.31398	2.39	0.015699
6.37	150	0.50611	2.39	0.0253055
6.37	165	0.60197	2.39	0.0300985
