4.36	0	1.0	2.39	0.05
4.36	15	0.84189	2.39	0.0420945
4.36	30	0.64729	2.39	0.0323645
4.36	45	0.70871	2.39	0.0354355
5.01	0	0.99484	2.39	0.049742
5.01	15	0.82244	2.39	0.041122
5.01	30	0.49024	2.39	0.024512
5.01	45	0.49309	2.39	0.0246545
5.01	60	0.4418	2.39	0.02209
5.01	75	0.35178	2.39	0.017589
5.01	90	0.22319	2.39	0.0111595
5.01	105	0.17442	2.39	0.008721
5.26	0	0.68063	2.39	0.0340315
5.26	15	0.86532	2.39	0.043266
5.26	30	1	2.39	0.05
5.26	45	0.81864	2.39	0.040932
5.26	60	0.51661	2.39	0.0258305
5.26	75	0.31156	2.39	0.015578
5.26	90	0.20845	2.39	0.0104225
5.26	105	0.25733	2.39	0.0128665
5.26	120	0.23825	2.39	0.0119125
5.26	135	0.32395	2.39	0.0161975
6.37	0	0.24934	2.39	0.012467
6.37	15	0.6381	2.39	0.031905
6.37	30	1	2.39	0.05
6.37	45	0.87803	2.39	0.0439015
6.37	60	0.66692	2.39	0.033346
6.37	75	0.42208	2.39	0.021104
6.37	90	0.25514	2.39	0.012757
6.37	105	0.2104	2.39	0.01052
6.37	120	0.27734	2.39	0.013867
6.37	135	0.32356	2.39	0.016178
6.37	150	0.42175	2.39	0.0210875
6.37	165	0.38489	2.39	0.0192445
