4.36	1.393	1	3.46	0.05
4.36	19.875	0.84189	3.46	0.0420945
4.36	39.378	0.64729	3.46	0.0323645
4.36	58.303	0.70871	3.333	0.0354355
5.01	1.253	0.99484	3.333	0.049742
5.01	19.378	0.82244	3.333	0.041122
5.01	38.421	0.49024	3.333	0.024512
5.01	56.938	0.49309	3.333	0.0246545
5.01	74.668	0.4418	3.333	0.02209
5.01	91.4	0.35178	3.333	0.017589
5.01	106.992	0.22319	3.333	0.0111595
5.01	121.392	0.17442	3.333	0.008721
5.26	1.216	0.68063	3.3	0.0340315
5.26	19.249	0.86532	3.3	0.043266
5.26	38.173	1	3.3	0.05
5.26	56.583	0.81864	3.3	0.040932
5.26	74.229	0.51661	3.3	0.0258305
5.26	90.907	0.31156	3.3	0.015578
5.26	106.481	0.20845	3.3	0.0104225
5.26	120.9	0.25733	3.3	0.0128665
5.26	134.213	0.23825	3.3	0.0119125
5.26	146.555	0.32395	3.3	0.0161975
6.37	1.109	0.24934	3.206	0.012467
6.37	18.873	0.6381	3.206	0.031905
6.37	37.452	1	3.206	0.05
6.37	55.556	0.87803	3.206	0.0439015
6.37	72.959	0.66692	3.206	0.033346
6.37	89.482	0.42208	3.206	0.021104
6.37	105.001	0.25514	3.206	0.012757
6.37	119.476	0.2104	3.206	0.01052
6.37	132.946	0.27734	3.206	0.013867
6.37	145.533	0.32356	3.206	0.016178
6.37	157.412	0.42175	3.206	0.0210875
6.37	168.788	0.38489	3.206	0.0192445
