2.55	0.403	1	2.645	0.05
2.55	16.399	0.89841	2.645	0.0449205
2.55	32.695	0.62098	2.645	0.031049
2.55	48.811	0.41913	2.645	0.0209565
2.55	64.669	0.35527	2.645	0.0177635
2.55	80.208	0.38351	2.645	0.0191755
2.55	95.392	0.39916	2.645	0.019958
2.55	110.208	0.31448	2.645	0.015724
2.55	124.667	0.20053	2.645	0.0100265
2.55	138.809	0.14507	2.645	0.0072535
2.55	152.69	0.18596	2.645	0.009298
2.55	166.388	0.2812	2.645	0.01406
2.97	0.426	0.51016	2.662	0.025508
2.97	16.481	0.58234	2.662	0.029117
2.97	32.854	0.76961	2.662	0.0384805
2.97	49.036	0.92854	2.662	0.046427
2.97	64.944	1	2.662	0.05
2.97	80.516	0.94135	2.662	0.0470675
2.97	95.71	0.79978	2.662	0.039989
2.97	110.515	0.5964	2.662	0.02982
2.97	124.942	0.39307	2.662	0.0196535
2.97	139.033	0.21862	2.662	0.010931
2.97	152.849	0.13471	2.662	0.0067355
2.97	166.469	0.07136	2.662	0.003568
4.36	0.487	0.72995	2.706	0.0364975
4.36	16.693	0.61139	2.706	0.0305695
4.36	33.263	0.22707	2.706	0.0113535
4.36	49.614	0.06213	2.706	0.0031065
4.36	65.652	0.0913	2.706	0.004565
4.36	81.306	0.18795	2.706	0.0093975
4.36	96.529	0.28889	2.706	0.0144445
4.36	111.305	0.28009	2.706	0.0140045
4.36	125.65	0.17004	2.706	0.008502
4.36	139.61	0.25409	2.706	0.0127045
4.36	153.255	0.57445	2.706	0.0287225
4.36	166.678	1	2.706	0.05
5.01	0.509	0.08493	2.722	0.0042465
5.01	16.77	0.48751	2.722	0.0243755
5.01	33.411	0.85367	2.722	0.0426835
5.01	49.823	0.54387	2.722	0.0271935
5.01	65.91	0.09625	2.722	0.0048125
5.01	81.593	0.16319	2.722	0.0081595
5.01	96.826	0.35938	2.722	0.017969
5.01	111.592	0.32495	2.722	0.0162475
5.01	125.907	0.12862	2.722	0.006431
5.01	139.819	0.12667	2.722	0.0063335
5.01	153.403	0.44473	2.722	0.0222365
5.01	166.753	1	2.722	0.05
5.26	0.517	0.48946	2.728	0.024473
5.26	16.797	0.75608	2.728	0.037804
5.26	33.462	0.99919	2.728	0.0499595
5.26	49.896	0.65284	2.728	0.032642
5.26	65.999	0.22489	2.728	0.0112445
5.26	81.693	0.13639	2.728	0.0068195
5.26	96.93	0.25056	2.728	0.012528
5.26	111.692	0.29905	2.728	0.0149525
5.26	125.996	0.23446	2.728	0.011723
5.26	139.892	0.20136	2.728	0.010068
5.26	153.454	0.32367	2.728	0.0161835
5.26	166.78	0.50914	2.728	0.025457
6.37	0.547	1	2.75	0.05
6.37	16.902	1	2.75	0.05
6.37	33.663	0.8332	2.75	0.04166
6.37	50.18	0.38352	2.75	0.019176
6.37	66.348	0.17986	2.75	0.008993
6.37	82.082	0.20344	2.75	0.010172
6.37	97.333	0.17892	2.75	0.008946
6.37	112.081	0.23461	2.75	0.0117305
6.37	126.345	0.26628	2.75	0.013314
6.37	140.175	0.31398	2.75	0.015699
6.37	153.654	0.50611	2.75	0.0253055
6.37	166.882	0.60197	2.75	0.0300985
