2.	6.971	0.378
2.	7.272	0.044
2.	7.471	0.188
2.	7.573	0.095
2.	7.874	0.084
2.	7.96	0.121
3.	1.340	-0.112
3.	1.750	0.423
3.	1.885	0.378
3.	1.999	0.243
3.	2.257	0.070
3.	2.548	0.103
3.	2.69	0.153
3.	2.787	0.077
3.	2.97	-0.284
3.	3.061	-0.466
3.	3.22	-1.76
3.	3.267	-2.231
3.	3.498	-1.013
3.	3.674	-0.242
3.	3.73	-0.026
3.	3.83	0.036
3.	3.870	0.011
3.	3.987	0.042
3.	4.178	0.047
3.	4.357	0.016
3.	4.508	0.003
3.	4.650	-0.008
3.	4.713	0.024
3.	4.859	-0.051
3.	4.914	-0.284
3.	4.985	-0.177
3.	5.013	-0.262
3.	5.07	-0.306
3.	5.085	0.030
3.	5.113	-0.393
3.	5.264	0.246
3.	5.287	0.199
3.	5.375	0.279
3.	5.522	0.251
3.	5.656	0.263
3.	5.767	0.166
3.	5.902	0.008
3.	6.003	0.018
3.	6.068	0.096
3.	6.241	0.110
3.	6.368	0.135
3.	6.435	0.118
3.	6.670	0.283
3.	6.770	0.409
3.	6.971	0.324
3.	7.272	-0.001
3.	7.471	-0.083
3.	7.573	-0.365
3.	7.874	0.015
3.	7.96	-0.125
4.	1.340	0.539
4.	1.750	0.056
4.	1.885	0.075
4.	1.999	0.169
4.	2.257	0.028
4.	2.548	0.163
4.	2.69	0.122
4.	2.787	0.137
4.	2.97	-0.027
4.	3.061	-0.230
4.	3.267	-0.242
4.	3.498	0.714
4.	3.674	0.480
4.	3.73	0.471
4.	3.83	0.524
4.	3.870	0.437
4.	3.987	0.394
4.	4.178	0.439
4.	4.357	0.485
4.	4.508	0.477
4.	4.650	0.485
4.	4.713	0.454
4.	4.859	0.542
4.	4.914	0.769
4.	4.985	0.901
4.	5.013	1.364
4.	5.07	0.968
4.	5.085	0.220
4.	5.113	0.276
4.	5.264	-0.153
4.	5.287	-0.134
4.	5.375	-0.160
4.	5.522	-0.279
4.	5.656	-0.574
4.	5.767	-0.541
4.	5.902	-0.412
4.	6.003	-0.173
4.	6.068	0.014
4.	6.241	0.085
4.	6.368	0.122
4.	6.435	0.106
4.	6.670	0.144
4.	6.770	0.186
4.	6.971	0.142
4.	7.272	0.279
4.	7.471	0.492
4.	7.573	0.484
4.	7.874	0.216
4.	7.96	0.203
5.	1.750	0.006
5.	2.548	0.015
5.	2.69	-0.071
5.	3.267	0.636
5.	3.498	0.252
5.	3.674	0.111
5.	3.870	-0.019
5.	3.987	0.09
5.	4.178	-0.051
5.	4.357	-0.111
5.	4.508	-0.117
5.	4.650	-0.212
5.	4.713	-0.278
5.	4.859	-1.004
5.	4.914	-2.259
5.	4.985	-3.215
5.	5.013	-6.497
5.	5.07	-3.651
5.	5.085	-2.092
5.	5.113	-3.851
5.	5.264	-0.795
5.	5.287	-0.624
5.	5.375	-0.333
5.	5.522	-0.227
5.	5.656	-0.424
5.	5.767	-0.357
5.	5.902	-0.407
5.	6.003	-0.202
5.	6.068	-0.099
5.	6.241	-0.096
5.	6.368	-0.120
5.	6.435	-0.231
5.	6.670	-0.596
5.	6.770	-0.834
5.	6.971	-0.102
5.	7.272	0.094
5.	7.471	-0.005
5.	7.573	0.247
5.	7.874	0.226
5.	7.96	0.242
6.	1.750	0.080
6.	3.674	0.166
6.	3.870	0.063
6.	3.987	0.096
6.	4.178	0.070
6.	4.357	0.109
6.	4.508	0.120
6.	4.650	0.141
6.	4.713	0.156
6.	4.859	0.080
6.	4.985	-0.348
6.	5.013	-1.397
6.	5.07	-0.824
6.	5.085	-0.582
6.	5.113	-0.335
6.	5.264	-0.231
6.	5.287	-0.175
6.	5.375	-0.163
6.	5.522	-0.182
6.	5.656	-0.372
6.	5.767	-0.325
6.	5.902	-0.350
6.	6.003	-0.182
6.	6.068	-0.057
6.	6.241	-0.062
6.	6.368	-0.080
6.	6.435	-0.035
6.	6.670	-0.271
6.	6.770	-0.565
6.	6.971	-0.275
6.	7.272	0.095
6.	7.471	0.128
6.	7.573	0.408
6.	7.874	-0.118
7.	4.985	-0.290
7.	5.013	-0.779
7.	5.264	-0.098
7.	5.375	-0.090
7.	5.522	-0.154
7.	5.656	-0.327
7.	5.767	-0.267
7.	5.902	-0.324
7.	6.003	-0.178
7.	6.068	-0.115
7.	6.241	-0.134
7.	6.435	-0.144
7.	6.670	-0.333
7.	6.770	-0.486
7.	6.971	-0.212
7.	7.573	-0.172
7.	7.874	0.122
8.	5.264	-0.069
8.	5.375	-0.048
8.	5.656	-0.126
8.	6.241	-0.030
8.	6.435	-0.035
8.	6.670	-0.191
8.	6.770	-0.268
8.	6.971	-0.080
8.	7.573	-0.128
