0. 	0.608 	1.084
0. 	1.885 	1.746
0. 	1.977 	1.470
0. 	2.225 	1.692
0. 	2.572 	0.821
0. 	3.016 	0.358
0. 	3.503 	0.272
0. 	3.975 	0.255
0. 	3.989 	0.392
0. 	4.200 	0.281
0. 	4.378 	0.331
0. 	4.396 	0.325
0. 	4.650 	0.410
0. 	4.859 	0.377
0. 	4.914 	0.397
0. 	4.999 	0.377
0. 	5.085 	0.471
0. 	5.113 	0.425
0. 	5.271 	0.460
0. 	5.385 	0.458
0. 	5.522 	0.470
0. 	5.656 	0.403
0. 	5.797 	0.417
0. 	5.902 	0.367
0. 	6.003 	0.418
0. 	6.241 	0.523
0. 	6.368 	0.643
0. 	6.435 	0.773
0. 	6.770 	1.085
0. 	7.471 	0.791
0. 	7.96 	0.567
0. 	8.91 	0.375
0. 	9.92 	0.472
1. 	0.608 	0.037
1. 	1.885 	-0.381
1. 	1.977 	-0.164
1. 	2.225 	-0.577
1. 	2.572 	-0.154
1. 	3.016 	0.203
1. 	3.503 	0.103
1. 	3.975 	0.158
1. 	3.989 	0.132
1. 	4.200 	0.191
1. 	4.378 	0.195
1. 	4.396 	0.197
1. 	4.650 	0.132
1. 	4.859 	0.124
1. 	4.914 	0.032
1. 	4.999 	0.074
1. 	5.085 	0.041
1. 	5.113 	0.107
1. 	5.271 	0.100
1. 	5.385 	0.117
1. 	5.522 	0.115
1. 	5.656 	0.157
1. 	5.797 	0.166
1. 	5.902 	0.172
1. 	6.003 	0.170
1. 	6.241 	0.208
1. 	6.368 	0.147
1. 	6.435 	0.064
1. 	6.770 	-0.252
1. 	7.471 	-0.285
1. 	7.96 	-0.058
1. 	8.91 	0.003
1. 	9.92 	-0.082
2. 	0.608 	-0.058
2. 	1.885 	-0.218
2. 	1.977 	-0.212
2. 	2.225 	-0.052
2. 	2.572 	0.054
2. 	3.016 	0.119
2. 	3.503 	0.108
2. 	3.975 	0.242
2. 	3.989 	0.286
2. 	4.200 	0.256
2. 	4.378 	0.210
2. 	4.396 	0.206
2. 	4.650 	0.271
2. 	4.859 	0.295
2. 	4.914 	0.312
2. 	4.999 	0.313
2. 	5.085 	0.294
2. 	5.113 	0.280
2. 	5.271 	0.327
2. 	5.385 	0.297
2. 	5.522 	0.218
2. 	5.656 	0.194
2. 	5.797 	0.216
2. 	5.902 	0.226
2. 	6.003 	0.228
2. 	6.241 	0.177
2. 	6.368 	0.079
2. 	6.435 	0.010
2. 	6.770 	0.018
2. 	7.471 	0.214
2. 	7.96 	0.314
2. 	8.91 	0.328
2. 	9.92 	0.406
3. 	0.608 	-0.063
3. 	1.885 	0.004
3. 	1.977 	0.042
3. 	2.225 	0.083
3. 	2.572 	0.327
3. 	3.016 	0.257
3. 	3.503 	0.247
3. 	3.975 	0.149
3. 	3.989 	0.058
3. 	4.200 	0.164
3. 	4.378 	0.172
3. 	4.396 	0.167
3. 	4.650 	0.090
3. 	4.859 	0.089
3. 	4.914 	0.072
3. 	4.999 	0.084
3. 	5.085 	0.057
3. 	5.113 	0.062
3. 	5.271 	0.070
3. 	5.385 	0.096
3. 	5.522 	0.161
3. 	5.656 	0.219
3. 	5.797 	0.183
3. 	5.902 	0.174
3. 	6.003 	0.150
3. 	6.241 	0.093
3. 	6.368 	0.131
3. 	6.435 	0.074
3. 	6.770 	0.039
3. 	7.471 	0.189
3. 	7.96 	0.168
3. 	8.91 	0.102
3. 	9.92 	0.039
4. 	1.885 	-0.346
4. 	1.977 	-0.192
4. 	2.225 	-0.146
4. 	2.572 	-0.048
4. 	3.016 	0.062
4. 	3.503 	0.074
4. 	3.975 	0.064
4. 	3.989 	0.038
4. 	4.200 	0.055
4. 	4.378 	0.043
4. 	4.396 	0.047
4. 	4.650 	0.098
4. 	4.859 	0.115
4. 	4.914 	0.127
4. 	4.999 	0.153
4. 	5.085 	0.138
4. 	5.113 	0.126
4. 	5.271 	0.043
4. 	5.385 	0.032
4. 	5.522 	0.035
4. 	5.656 	0.027
4. 	5.797 	0.018
4. 	5.902 	0.017
4. 	6.003 	-0.029
4. 	6.435 	0.080
4. 	6.770 	0.047
4. 	7.471 	-0.073
4. 	7.96 	-0.109
4. 	8.91 	0.088
4. 	9.92 	0.054
5. 	1.885 	0.195
5. 	1.977 	0.055
5. 	3.503 	0.096
5. 	3.975 	0.097
5. 	3.989 	0.095
5. 	4.200 	0.053
5. 	4.378 	0.049
5. 	4.396 	0.058
5. 	4.914 	0.022
5. 	5.902 	0.044
5. 	6.003 	0.063
5. 	6.770 	0.164
5. 	7.471 	0.085
5. 	7.96 	0.118
5. 	8.91 	0.133
5. 	9.92 	0.135
6. 	3.503 	0.099
6. 	3.975 	0.035
6. 	4.914 	0.038
6. 	6.770 	-0.187
6. 	8.91 	-0.030
6. 	9.92 	0.040
7. 	6.770 	0.086
7. 	9.92 	0.008
8. 	9.92 	-0.070
