0.0 0.0
3 0.8
3.05 1
3.1 1.1
3.15 1.3
3.2 1.4
3.25 1.5
3.3 1.5
3.35 1.2
3.4 1.1
3.45 1.1
3.5 1.1
3.55 1.1
3.6 1.1
3.65 1.1
3.7 2.5
3.75 5.6
3.8 13.1
3.85 24.7
3.9 39.6
3.95 55.9
4 67.2
4.05 76
4.1 80.6
4.15 82.5
4.2 81.6
4.25 82
4.3 79.2
4.35 72.7
4.4 67.5
4.45 65.5
4.5 63
4.55 60
4.6 57.2
4.65 55.9
4.7 53.2
4.75 53.1
4.8 55.4
4.85 60.8
4.9 60.8
4.95 56.1
5 49.2
5.05 45.7
5.1 42.1
5.15 42.6
5.2 44.4
5.25 47.6
5.3 48.1
5.35 47.5
5.4 46.8
5.45 44.3
5.5 41.8
5.55 42
5.6 44
5.65 42.9
5.7 42
5.75 40.1
5.8 37.2
5.85 36
5.9 32.5
5.95 32.2
6 27.5
6.05 27.4
6.1 27.4
6.15 29.2
6.2 31.8
6.25 36.3
6.3 32.8
6.35 29.4
6.4 32
6.45 39.7
6.5 43.8
6.55 48.6
6.6 51.8
6.65 49.6
6.7 44.9
6.75 38.8
6.8 37.3
6.85 39.4
6.9 41.5
6.95 43.1
7 44.5
7.05 46
7.1 47.7
7.15 47.9
7.2 47.8
7.25 46.4
7.3 44.3
7.35 40.4
7.4 38.2
7.45 38.7
7.5 39.9
7.55 41.7
7.6 43.3
7.65 44.6
7.7 45.7
7.75 46.5
7.8 43.6
7.85 40.8
7.9 38.1
